YEAR ,STATE,UNIT,FIRE NUMBER,FIRE NAME,AGENCY,Alarm Date,Containment Date,Collection Method,CAUSE,Incident Number,Objective,Report Acres,GIS Acres
1878,CA,LAC,00000000,,CCO,18780000,0,0,14,00000000,1,0.0,59468.9
1895,CA,LAC,00000000,,CCO,18950000,0,0,14,00000000,1,0.0,628.1
1896,CA,LAC,00000000,,CCO,18960000,0,0,14,00000000,1,0.0,7531.7
1898,CA,LAC,00000000,,CCO,18980000,0,0,14,00000000,1,0.0,428.4
1898,CA,LAC,00000000,,CCO,18980000,0,0,14,00000000,1,0.0,1660.1
1898,CA,VNC,00000000,COZY DELL,CCO,18980901,0,0,14,00000000,1,0.0,2974.6
1898,CA,VNC,00000000,LOS PADRES,CCO,18980901,0,0,14,00000000,1,0.0,20539.9
1898,CA,VNC,00000000,MATILIJA,CCO,18980401,0,0,14,00000000,1,0.0,2641.1
1900,CA,BDF,00000000,,USF,19000000,0,0,14,00000000,1,0.0,1300.4
1900,CA,FKU,00000000,BEAL FUEL BREAK,CDF,19000000,0,0,14,00000000,1,0.0,739.0
1900,CA,FKU,00000000,DEER,CDF,19000000,0,0,14,00000000,1,0.0,168.8
1900,CA,LAC,00000000,BIG FIRE,CCO,19000000,0,0,14,00000000,1,0.0,2521.1
1900,CA,LAC,00000000,BIG FIRE,CCO,19000000,0,0,14,00000000,1,0.0,16960.5
1900,CA,PNF,00000001,,USF,19000000,0,0,14,00000000,1,0.0,419.4
1900,CA,RRU,00000000,,CDF,19000000,0,0,14,00000000,1,0.0,755.7
1900,CA,RRU,00000000,,CDF,19000000,0,0,14,00000000,1,0.0,978.8
1900,CA,SHU,00000000,RI/ESCAPE,CDF,19000000,0,0,14,00000000,1,0.0,442.6
1902,CA,VNC,00000000,FEROUD,CCO,19020801,0,0,14,00000000,1,0.0,731.5
1903,CA,LAC,00000000,,CCO,19030000,0,0,14,00000000,1,0.0,3269.1
1903,CA,VNC,00000000,SAN ANTONIO,CCO,19031001,0,0,14,00000000,1,0.0,380.3
1905,CA,LAC,00000000,,CCO,19050000,0,0,14,00000000,1,0.0,214.3
1906,CA,BDF,00000000,,USF,19060000,0,0,14,00000000,1,0.0,228.5
1906,CA,BDF,00000000,,USF,19060000,0,0,14,00000000,1,0.0,1298.3
1906,CA,BDF,00000000,,USF,19060000,0,0,14,00000000,1,0.0,2352.5
1907,CA,BDF,00000000,,USF,19070000,0,0,14,00000000,1,0.0,131.2
1907,CA,BDF,00000000,,USF,19070000,0,0,14,00000000,1,0.0,139.8
1907,CA,BDF,00000000,,USF,19070000,0,0,14,00000000,1,0.0,422.2
1907,CA,LAC,00000000,,CCO,19070000,0,0,14,00000000,1,0.0,170.3
1907,CA,LAC,00000000,,CCO,19070619,0,0,14,00000000,1,0.0,239.1
1908,CA,BDF,00000000,,USF,19080000,0,0,14,00000000,1,0.0,161.8
1908,CA,BDF,00000000,,USF,19080000,0,0,14,00000000,1,0.0,214.4
1908,CA,BDF,00000000,,USF,19080000,0,0,14,00000000,1,0.0,1360.1
1908,CA,HUU,00000000,LUFFENHOLZ,CDF,19080926,0,0,14,00000000,1,0.0,7433.9
1908,CA,STF,00000072,,USF,19080000,19080000,8,14,,1,0.0,252.1
1908,CA,STF,00000164,,USF,19080000,19080000,8,14,,1,0.0,2484.0
1908,CA,STF,00000003,,USF,19080000,19080000,8,14,,1,0.0,4627.3
1908,CA,TNF,00000003,,USF,19080000,19080000,0,14,00000000,1,0.0,169.7
1908,CA,TNF,00000005,,USF,19080000,19080000,0,14,00000000,1,0.0,219.5
1908,CA,TNF,00000002,,USF,19080000,19080000,0,14,00000000,1,0.0,631.2
1908,CA,TNF,00000001,,USF,19080000,19080000,0,14,00000000,1,0.0,1258.9
1908,CA,VNC,00000000,REEVES,CCO,19080701,0,0,14,00000000,1,0.0,859.3
1909,CA,BDF,00000000,,USF,19090000,0,0,14,00000000,1,0.0,267.4
1909,CA,BDF,00000000,,USF,19090000,0,0,14,00000000,1,0.0,415.0
1909,CA,LAC,00000000,SHOEMAKER,CCO,19090814,0,0,14,00000000,1,0.0,450.5
1909,CA,LAC,00000000,,CCO,19090000,0,0,14,00000000,1,0.0,104.3
1909,CA,STF,00000192,,USF,19090000,19090000,8,14,,1,0.0,509.6
1909,CA,STF,00000188,,USF,19090000,19090000,8,14,,1,0.0,9730.2
1909,CA,STF,00000235,,USF,19090000,19090000,8,14,,1,0.0,14412.9
1909,CA,TNF,00000003,,USF,19090000,19090000,0,14,00000000,1,0.0,155.7
1909,CA,TNF,00000001,,USF,19090000,19090000,0,14,00000000,1,0.0,173.5
1909,CA,TNF,00000005,,USF,19090000,19090000,0,14,00000000,1,0.0,217.9
1909,CA,TNF,00000007,,USF,19090000,19090000,0,14,00000000,1,0.0,288.7
1909,CA,TNF,00000004,,USF,19090000,19090000,0,14,00000000,1,0.0,293.7
1909,CA,TNF,00000008,,USF,19090000,19090000,0,14,00000000,1,0.0,513.8
1909,CA,TNF,00000006,,USF,19090000,19090000,0,14,00000000,1,0.0,654.6
1909,CA,TNF,00000009,,USF,19090000,19090000,0,14,00000000,1,0.0,896.2
1909,CA,TNF,00000002,,USF,19090000,19090000,0,14,00000000,1,0.0,2533.0
1909,CA,VNC,00000000,HORN CANYON,CCO,19090901,0,0,14,00000000,1,0.0,3174.5
1910,CA,ANF,00000000,,USF,19100000,0,0,14,00000000,1,116.0,115.9
1910,CA,ANF,00000000,,USF,19100000,0,0,14,00000000,1,129.0,129.0
1910,CA,ANF,00000000,,USF,19100000,0,0,14,00000000,1,446.0,445.9
1910,CA,ANF,00000000,,USF,19100000,0,0,14,00000000,1,1646.0,1646.4
1910,CA,CNF,00000001,,USF,19100000,0,0,9,00000000,1,0.0,158.7
1910,CA,CNF,00000010,,USF,19100000,0,0,9,00000000,1,0.0,168.7
1910,CA,CNF,00000005,,USF,19100000,0,0,14,00000000,1,0.0,203.3
1910,CA,CNF,00000006,,USF,19100000,0,0,9,00000000,1,0.0,222.3
1910,CA,CNF,00000003,,USF,19100000,0,0,9,00000000,1,0.0,517.6
1910,CA,CNF,00000009,,USF,19100000,0,0,9,00000000,1,0.0,520.2
1910,CA,CNF,00000007,,USF,19100000,0,0,14,00000000,1,0.0,846.0
1910,CA,CNF,00000008,,USF,19100000,0,0,9,00000000,1,0.0,850.1
1910,CA,CNF,00000004,,USF,19100000,0,0,9,00000000,1,0.0,1314.7
1910,CA,CNF,00000002,,USF,19100000,0,0,14,00000000,1,0.0,1988.9
1910,CA,LAC,00000000,,CCO,19100000,0,0,14,00000000,1,0.0,103.3
1910,CA,LAC,00000000,,CCO,19100000,0,0,14,00000000,1,0.0,105.5
1910,CA,LAC,00000000,,CCO,19100000,0,0,14,00000000,1,0.0,106.3
1910,CA,LAC,00000000,,CCO,19100000,0,0,14,00000000,1,0.0,488.3
1910,CA,LNF,00000014,,USF,19100000,0,0,14,00000000,1,0.0,9445.5
1910,CA,LNF,00000006,,USF,19100000,0,0,14,00000000,1,0.0,18928.9
1910,CA,MDF,00000002,GLASS MOUNTAIN,USF,19100713,0,0,1,00000000,1,0.0,146968.0
1910,CA,MDF,00000009,HAT MT.,USF,19100826,0,0,9,00000000,1,0.0,347.4
1910,CA,MDF,00000002,,USF,19100000,0,0,1,00000000,1,0.0,1428.8
1910,CA,MDF,00000003,,USF,19100000,0,0,9,00000000,1,0.0,1675.9
1910,CA,SQF,00000003,,USF,19100000,0,0,1,00000000,1,0.0,328.6
1910,CA,SQF,00000001,,USF,19100000,0,0,14,00000000,1,0.0,597.7
1910,CA,SQF,00000001,,USF,19100000,0,0,14,00000000,1,0.0,842.8
1910,CA,SQF,00000003,,USF,19100000,0,0,9,00000000,1,0.0,981.2
1910,CA,SQF,00000002,,USF,19100000,0,0,9,00000000,1,0.0,2046.4
1910,CA,SQF,00000004,,USF,19100000,0,0,1,00000000,1,0.0,2059.7
1910,CA,SRF,00200021,BEE LAKE,USF,19100908,0,0,14,00000000,1,0.0,298.7
1910,CA,SRF,00200013,BLUFF CREEK,USF,19100724,0,0,4,00000000,1,0.0,298.7
1910,CA,SRF,00200016,CRAWFORD CREEK 2,USF,19100807,0,0,7,00000000,1,0.0,497.9
1910,CA,SRF,00200018,HOPKINS CREEK,USF,19100829,0,0,9,00000000,1,0.0,497.9
1910,CA,SRF,00200017,MILL CREEK,USF,19100815,0,0,4,00000000,1,0.0,398.3
1910,CA,SRF,00200023,MILL CREEK,USF,19100912,0,0,14,00000000,1,0.0,597.5
1910,CA,SRF,00200022,RED CAP,USF,19100910,0,0,5,00000000,1,0.0,497.9
1910,CA,SRF,00200019,ULLATHORNE PEAK,USF,19100901,0,0,14,00000000,1,0.0,159.3
1910,CA,STF,00000307,,USF,19100000,19100000,8,14,,1,0.0,255.5
1910,CA,STF,00000246,,USF,19100000,19100000,8,14,,1,0.0,982.5
1910,CA,STF,00000250,,USF,19100000,19100000,8,14,,1,0.0,1555.0
1910,CA,STF,00000208,,USF,19100000,19100000,8,14,,1,0.0,2815.8
1910,CA,STF,00000125,,USF,19100000,19100000,8,14,,1,0.0,4019.1
1910,CA,STF,00000182,,USF,19100000,19100000,8,14,,1,0.0,9000.8
1910,CA,TNF,00000013,,USF,19100000,19100000,0,14,00000000,1,0.0,113.6
1910,CA,TNF,00000014,,USF,19100000,19100000,0,14,00000000,1,0.0,185.3
1910,CA,TNF,00000006,,USF,19100000,19100000,0,14,00000000,1,0.0,187.2
1910,CA,TNF,00000009,,USF,19100000,19100000,0,14,00000000,1,0.0,215.0
1910,CA,TNF,00000017,,USF,19100000,19100000,0,14,00000000,1,0.0,239.0
1910,CA,TNF,00000015,,USF,19100000,19100000,0,14,00000000,1,0.0,260.0
1910,CA,TNF,00000010,,USF,19100000,19100000,0,14,00000000,1,0.0,277.9
1910,CA,TNF,00000004,,USF,19100000,19100000,0,14,00000000,1,0.0,312.2
1910,CA,TNF,00000021,,USF,19100000,19100000,0,14,00000000,1,0.0,387.8
1910,CA,TNF,00000018,,USF,19100000,19100000,0,14,00000000,1,0.0,485.0
1910,CA,TNF,00000008,,USF,19100000,19100000,0,14,00000000,1,0.0,519.2
1910,CA,TNF,00000005,,USF,19100000,19100000,0,14,00000000,1,0.0,722.4
1910,CA,TNF,00000019,,USF,19100000,19100000,0,14,00000000,1,0.0,770.4
1910,CA,TNF,00000003,,USF,19100000,19100000,0,14,00000000,1,0.0,773.0
1910,CA,TNF,00000022,,USF,19100000,19100000,0,14,00000000,1,0.0,897.4
1910,CA,TNF,00000007,,USF,19100000,0,0,14,00000000,1,0.0,943.6
1910,CA,TNF,00000007,,USF,19100000,19100000,0,14,00000000,1,0.0,946.6
1910,CA,TNF,00000016,,USF,19100000,19100000,0,14,00000000,1,0.0,1533.4
1910,CA,TNF,00000020,,USF,19100000,19100000,0,14,00000000,1,0.0,2253.8
1910,CA,TNF,00000012,,USF,19100000,19100000,0,14,00000000,1,0.0,2852.0
1910,CA,TNF,00000002,,USF,19100000,19100000,0,14,00000000,1,0.0,2860.8
1910,CA,TNF,00000001,,USF,19100000,19100000,0,14,00000000,1,0.0,2989.3
1910,CA,TNF,00000011,,USF,19100000,19100000,0,14,00000000,1,0.0,4411.6
1910,CA,VNC,00000000,COYOTE CREEK,CCO,19100701,0,0,14,00000000,1,0.0,11226.8
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,110.0,109.7
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,127.0,127.1
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,134.0,134.0
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,136.0,135.9
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,137.0,136.8
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,138.0,137.7
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,158.0,157.9
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,179.0,179.2
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,206.0,206.4
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,206.0,206.4
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,208.0,208.1
1911,CA,ANF,00000000,,USF,19110100,0,0,14,00000000,1,195.0,216.3
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,226.0,226.1
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,248.0,247.8
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,257.0,257.0
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,263.0,262.6
1911,CA,ANF,00000000,,USF,19110000,0,0,14,00000000,1,175.0,269.0
1911,CA,ANF,00000000,,USF,19110000,0,0,14,00000000,1,200.0,349.4
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,354.0,354.3
1911,CA,ANF,00000000,,USF,19110000,0,0,14,00000000,1,410.0,409.5
1911,CA,ANF,00000000,,USF,19111500,0,0,14,00000000,1,607.0,606.8
1911,CA,ANF,00000000,,USF,19131500,0,0,14,00000000,1,746.0,745.7
1911,CA,BDF,00000000,,USF,19110000,0,0,14,00000000,1,0.0,107.4
1911,CA,BDF,00000000,,USF,19110000,0,0,14,00000000,1,0.0,112.9
1911,CA,BDF,00000000,,USF,19110000,0,0,14,00000000,1,0.0,355.8
1911,CA,BDF,00000000,,USF,19110000,0,0,14,00000000,1,0.0,858.6
1911,CA,BDF,00000000,,USF,19110000,0,0,14,00000000,1,0.0,7249.5
1911,CA,BDF,00000000,,USF,19110000,0,0,14,00000000,1,0.0,17062.0
1911,CA,CNF,00000021,,USF,19110000,0,0,9,00000000,1,0.0,111.3
1911,CA,CNF,00000020,,USF,19110000,0,0,9,00000000,1,0.0,119.1
1911,CA,CNF,00000013,,USF,19110000,0,0,9,00000000,1,0.0,145.5
1911,CA,CNF,00000024,,USF,19110000,0,0,9,00000000,1,0.0,289.8
1911,CA,CNF,00000034,,USF,19110000,0,0,14,00000000,1,0.0,293.4
1911,CA,CNF,00000037,,USF,19110000,0,0,14,00000000,1,0.0,350.3
1911,CA,CNF,00000036,,USF,19110000,0,0,14,00000000,1,0.0,405.5
1911,CA,CNF,00000014,,USF,19110000,0,0,9,00000000,1,0.0,421.5
1911,CA,CNF,00000029,,USF,19110000,0,0,14,00000000,1,0.0,480.3
1911,CA,CNF,00000027,,USF,19110000,0,0,14,00000000,1,0.0,542.4
1911,CA,CNF,00000025,,USF,19110000,0,0,9,00000000,1,0.0,577.0
1911,CA,CNF,00000030,,USF,19110000,0,0,14,00000000,1,0.0,995.8
1911,CA,CNF,00000012,,USF,19110000,0,0,1,00000000,1,0.0,1057.8
1911,CA,CNF,00000035,,USF,19110000,0,0,14,00000000,1,0.0,1131.3
1911,CA,CNF,00000015,,USF,19110000,0,0,9,00000000,1,0.0,1263.1
1911,CA,CNF,00000018,,USF,19110000,0,0,9,00000000,1,0.0,1601.9
1911,CA,CNF,00000022,,USF,19110000,0,0,14,00000000,1,0.0,2536.8
1911,CA,CNF,00000016,,USF,19110000,0,0,9,00000000,1,0.0,3000.4
1911,CA,CNF,00000033,,USF,19110000,0,0,14,00000000,1,0.0,4819.9
1911,CA,CNF,00000031,,USF,19110000,0,0,9,00000000,1,0.0,7307.5
1911,CA,CNF,00000032,,USF,19110000,0,0,9,00000000,1,0.0,10394.0
1911,CA,KNF,00000238,,USF,19110000,0,0,14,00000000,1,0.0,1227.3
1911,CA,KNF,00000301,,USF,19110900,0,0,14,00000000,1,0.0,1289.2
1911,CA,LAC,00000000,,CCO,19110000,0,0,14,00000000,1,0.0,102.5
1911,CA,LAC,00000000,,CCO,19110926,0,0,14,00000000,1,0.0,105.5
1911,CA,LAC,00000000,,CCO,19110000,0,0,14,00000000,1,0.0,145.8
1911,CA,LAC,00000000,,CCO,19110000,0,0,14,00000000,1,0.0,148.5
1911,CA,LAC,00000000,,CCO,19110000,0,0,14,00000000,1,0.0,193.4
1911,CA,LAC,00000000,,CCO,19110000,0,0,14,00000000,1,0.0,193.8
1911,CA,LAC,00000000,,CCO,19110000,0,0,14,00000000,1,0.0,237.8
1911,CA,LAC,00000000,,CCO,19110000,0,0,14,00000000,1,0.0,245.9
1911,CA,LAC,00000000,,CCO,19110000,0,0,14,00000000,1,0.0,281.6
1911,CA,LAC,00000000,,CCO,19110000,0,0,14,00000000,1,0.0,323.7
1911,CA,LAC,00000000,,CCO,19110000,0,0,14,00000000,1,0.0,488.9
1911,CA,LAC,00000000,,CCO,19110000,0,0,14,00000000,1,0.0,514.5
1911,CA,LAC,00000000,,CCO,19110000,0,0,14,00000000,1,0.0,15096.0
1911,CA,LNF,00000016,,USF,19110000,0,0,14,00000000,1,0.0,113.6
1911,CA,LNF,00000015,,USF,19110000,0,0,14,00000000,1,0.0,113.7
1911,CA,LNF,00000001,,USF,19110000,0,0,14,00000000,1,0.0,135.2
1911,CA,LNF,00000013,,USF,19110000,0,0,14,00000000,1,0.0,169.5
1911,CA,LNF,00000022,,USF,19110000,0,0,14,00000000,1,0.0,169.6
1911,CA,LNF,00000002,,USF,19110000,0,0,14,00000000,1,0.0,170.1
1911,CA,LNF,00000018,,USF,19110000,0,0,14,00000000,1,0.0,181.8
1911,CA,LNF,00000019,,USF,19110000,0,0,14,00000000,1,0.0,200.7
1911,CA,LNF,00000011,,USF,19110000,0,0,14,00000000,1,0.0,229.5
1911,CA,LNF,00000010,,USF,19110000,0,0,14,00000000,1,0.0,247.4
1911,CA,LNF,00000003,,USF,19110000,0,0,14,00000000,1,0.0,280.2
1911,CA,LNF,00000008,,USF,19110000,0,0,14,00000000,1,0.0,370.4
1911,CA,LNF,00000020,,USF,19110000,0,0,14,00000000,1,0.0,583.5
1911,CA,LNF,00000021,,USF,19110000,0,0,14,00000000,1,0.0,703.3
1911,CA,LNF,00000009,,USF,19110000,0,0,14,00000000,1,0.0,1155.4
1911,CA,LNF,00000023,,USF,19110000,0,0,14,00000000,1,0.0,1252.6
1911,CA,LNF,00000017,,USF,19110000,0,0,14,00000000,1,0.0,1457.6
1911,CA,LNF,00000004,,USF,19110000,0,0,14,00000000,1,0.0,3418.5
1911,CA,LPF,00000204,,USF,19110000,0,0,14,00000000,1,0.0,484.8
1911,CA,LPF,00000201,,USF,19110000,0,0,14,00000000,1,0.0,3215.2
1911,CA,LPF,00000203,,USF,19110000,0,0,14,00000000,1,0.0,3374.4
1911,CA,MDF,00000026,NONAME,USF,19110707,0,0,9,00000000,1,0.0,131.8
1911,CA,SNF,00000014,,USF,19110000,0,0,14,00000000,1,0.0,101.9
1911,CA,SNF,00000025,,USF,19110000,0,0,14,00000000,1,0.0,103.1
1911,CA,SNF,00000029,,USF,19110000,0,0,14,00000000,1,0.0,104.4
1911,CA,SNF,00000026,,USF,19110000,0,0,14,00000000,1,0.0,104.7
1911,CA,SNF,00000028,,USF,19110000,0,0,14,00000000,1,0.0,113.6
1911,CA,SNF,00000027,,USF,19110000,0,0,14,00000000,1,0.0,161.9
1911,CA,SNF,00000001,,USF,19110000,0,0,14,00000000,1,0.0,308.3
1911,CA,SNF,00000011,,USF,19110000,0,0,1,00000000,1,0.0,325.8
1911,CA,SNF,00000005,,USF,19110000,0,0,9,00000000,1,0.0,337.3
1911,CA,SNF,00000002,,USF,19110000,0,0,1,00000000,1,0.0,419.4
1911,CA,SNF,00000004,,USF,19110000,0,0,14,00000000,1,0.0,519.2
1911,CA,SNF,00000003,,USF,19110000,0,0,14,00000000,1,0.0,878.6
1911,CA,SNF,00000006,,USF,19110000,0,0,9,00000000,1,0.0,1171.6
1911,CA,SNF,00000010,,USF,19110000,0,0,14,00000000,1,0.0,1206.4
1911,CA,SNF,00000009,,USF,19110000,0,0,14,00000000,1,0.0,3294.7
1911,CA,SNF,00000008,,USF,19110000,0,0,14,00000000,1,0.0,11238.8
1911,CA,SQF,00000003,,USF,19110000,0,0,1,00000000,1,0.0,156.7
1911,CA,SQF,00000001,,USF,19110000,0,0,9,00000000,1,0.0,277.1
1911,CA,SRF,00200012,BLUFF CREEK,USF,19110830,0,0,7,00000000,1,0.0,1372.7
1911,CA,SRF,00000008,N/A,USF,19110822,0,0,14,00000000,1,0.0,258.9
1911,CA,SRF,00200008,PEARCH CREEK,USF,19110806,0,0,7,00000000,1,0.0,398.3
1911,CA,STF,00000321,,USF,19110000,19110000,8,14,,1,0.0,136.0
1911,CA,STF,00000573,,USF,19110000,19110000,8,14,,1,0.0,190.5
1911,CA,STF,00000211,,USF,19110000,19110000,8,14,,1,0.0,231.9
1911,CA,STF,00000166,,USF,19110000,19110000,8,14,,1,0.0,237.7
1911,CA,STF,00000092,,USF,19110000,19110000,8,14,,1,0.0,270.1
1911,CA,STF,00000169,,USF,19110000,19110000,8,14,,1,0.0,277.4
1911,CA,STF,00000181,,USF,19110000,19110000,8,14,,1,0.0,1270.8
1911,CA,TNF,00000003,,USF,19110000,19110000,0,14,00000000,1,0.0,112.7
1911,CA,TNF,00000001,,USF,19110000,19110000,0,14,00000000,1,0.0,163.4
1911,CA,TNF,00000004,,USF,19110000,19110000,0,9,00000000,1,0.0,242.3
1911,CA,TNF,00000002,,USF,19110000,19110000,0,14,00000000,1,0.0,249.8
1911,CA,TNF,00000005,,USF,19110000,0,0,14,00000000,1,0.0,379.8
1911,CA,TNF,00000005,,USF,19110000,19110000,8,14,00000000,1,0.0,380.8
1911,CA,TNF,00000006,,USF,19110000,19110000,0,14,00000000,1,0.0,425.8
1911,CA,TNF,00000007,,USF,19110000,19110000,0,14,00000000,1,0.0,1267.1
1912,CA,ANF,00000000,,USF,19120980,0,0,14,00000000,1,80.0,113.3
1912,CA,ANF,00000000,,USF,19120800,0,0,14,00000000,1,90.0,151.0
1912,CA,ANF,00000000,,USF,19120900,0,0,14,00000000,1,100.0,185.3
1912,CA,ANF,00000000,,USF,19120700,0,0,14,00000000,1,40.0,889.0
1912,CA,ANF,00000000,,USF,19120000,0,0,14,00000000,1,3000.0,3297.1
1912,CA,BDF,00000000,,USF,19120000,0,0,14,00000000,1,0.0,147.3
1912,CA,BDF,00000000,,USF,19120000,0,0,14,00000000,1,0.0,161.9
1912,CA,BDF,00000000,,USF,19120000,0,0,14,00000000,1,0.0,216.4
1912,CA,BDF,00000000,,USF,19120000,0,0,14,00000000,1,0.0,246.1
1912,CA,BDF,00000000,,USF,19120000,0,0,14,00000000,1,0.0,275.8
1912,CA,BDF,00000000,,USF,19120000,0,0,14,00000000,1,0.0,306.2
1912,CA,CNF,00000042,,USF,19120000,0,0,9,00000000,1,0.0,112.4
1912,CA,CNF,00000041,,USF,19120000,0,0,14,00000000,1,0.0,153.0
1912,CA,CNF,00000045,,USF,19120000,0,0,9,00000000,1,0.0,438.1
1912,CA,CNF,00000040,,USF,19120000,0,0,14,00000000,1,0.0,2554.2
1912,CA,CNF,00000044,,USF,19120000,0,0,9,00000000,1,0.0,6928.8
1912,CA,LAC,00000000,,CCO,19120000,0,0,14,00000000,1,0.0,108.3
1912,CA,LAC,00000000,,CCO,19120823,0,0,14,00000000,1,0.0,1101.5
1912,CA,LPF,00000209,,USF,19120000,0,0,14,00000000,1,0.0,126.5
1912,CA,LPF,00000200,,USF,19120000,0,0,14,00000000,1,0.0,277.4
1912,CA,LPF,00000206,,USF,19120000,0,0,14,00000000,1,0.0,303.4
1912,CA,LPF,00000201,,USF,19120000,0,0,14,00000000,1,0.0,767.4
1912,CA,LPF,00000208,,USF,19120000,0,0,14,00000000,1,0.0,913.1
1912,CA,LPF,00000006,,USF,19120000,0,0,9,00000000,1,0.0,1112.9
1912,CA,LPF,00000018,,USF,19120000,0,0,14,00000000,1,0.0,8719.0
1912,CA,SQF,00000004,,USF,19120000,0,0,1,00000000,1,0.0,1369.6
1912,CA,SQF,00000013,,USF,19120000,0,0,9,00000000,1,0.0,5379.1
1912,CA,STF,00000054,,USF,19120000,19120000,8,14,,1,0.0,101.5
1912,CA,STF,00000038,,USF,19120000,19120000,8,14,,1,0.0,116.9
1912,CA,STF,00000445,,USF,19120000,19120000,8,14,,1,0.0,186.8
1912,CA,STF,00000193,,USF,19120000,19120000,8,14,,1,0.0,230.9
1912,CA,STF,00000190,,USF,19120000,19120000,8,14,,1,0.0,231.4
1912,CA,STF,00000447,,USF,19120000,19120000,8,14,,1,0.0,716.2
1912,CA,STF,00000302,,USF,19120000,19120000,8,14,,1,0.0,796.6
1912,CA,STF,00000209,,USF,19120000,19120000,8,14,,1,0.0,1222.9
1912,CA,TNF,00000001,,USF,19120000,19120000,0,9,00000000,1,0.0,311.6
1912,CA,VNC,00000000,GRAND AVENUE,CCO,19120201,0,0,14,00000000,1,0.0,197.0
1913,CA,ANF,00000000,,USF,19130700,0,0,14,00000000,1,300.0,570.7
1913,CA,ANF,00000000,,USF,19130000,0,0,14,00000000,1,1863.0,1863.1
1913,CA,ANF,00000000,,USF,19130913,0,0,14,00000000,1,3960.0,2414.7
1913,CA,ANF,00000000,,USF,19130000,0,0,14,00000000,1,10285.0,10285.0
1913,CA,BDF,00000000,,USF,19130000,0,0,14,00000000,1,0.0,171.1
1913,CA,BDF,00000000,,USF,19130000,0,0,14,00000000,1,0.0,182.7
1913,CA,BDF,00000000,,USF,19130000,0,0,14,00000000,1,0.0,219.9
1913,CA,BDF,00000000,,USF,19130000,0,0,14,00000000,1,0.0,3085.8
1913,CA,CNF,00000048,,USF,19130000,0,0,9,00000000,1,0.0,100.8
1913,CA,CNF,00000054,,USF,19130000,0,0,1,00000000,1,0.0,107.8
1913,CA,CNF,00000002,,USF,19130000,0,0,14,00000000,1,0.0,205.1
1913,CA,CNF,00000053,,USF,19130000,0,0,1,00000000,1,0.0,212.8
1913,CA,CNF,00000061,,USF,19130000,0,0,9,00000000,1,0.0,402.8
1913,CA,CNF,00000003,,USF,19130000,0,0,14,00000000,1,0.0,449.2
1913,CA,CNF,00000059,,USF,19130000,0,0,9,00000000,1,0.0,1008.3
1913,CA,CNF,00000047,,USF,19130000,0,0,9,00000000,1,0.0,1546.7
1913,CA,CNF,00000052,,USF,19130000,0,0,1,00000000,1,0.0,1747.0
1913,CA,CNF,00000049,,USF,19130000,0,0,9,00000000,1,0.0,2248.5
1913,CA,CNF,00000057,,USF,19130000,0,0,14,00000000,1,0.0,62426.0
1913,CA,LAC,00000000,,CCO,19130000,0,0,14,00000000,1,0.0,142.4
1913,CA,LAC,00000000,,CCO,19130000,0,0,14,00000000,1,0.0,157.1
1913,CA,LAC,00000000,,CCO,19130000,0,0,14,00000000,1,0.0,166.1
1913,CA,LAC,00000000,,CCO,19130803,0,0,14,00000000,1,0.0,180.3
1913,CA,LAC,00000000,,CCO,19130604,0,0,14,00000000,1,0.0,185.6
1913,CA,LAC,00000000,,CCO,19130000,0,0,14,00000000,1,0.0,225.1
1913,CA,LAC,00000000,,CCO,19130000,0,0,14,00000000,1,0.0,246.7
1913,CA,LAC,00000000,,CCO,19130000,0,0,14,00000000,1,0.0,323.0
1913,CA,LAC,00000000,,CCO,19130000,0,0,14,00000000,1,0.0,504.6
1913,CA,LAC,00000000,,CCO,19130630,0,0,14,00000000,1,0.0,527.1
1913,CA,LAC,00000000,,CCO,19130000,0,0,14,00000000,1,0.0,534.0
1913,CA,LAC,00000000,,CCO,19130913,0,0,14,00000000,1,0.0,2727.3
1913,CA,LAC,00000000,,CCO,19130000,0,0,14,00000000,1,0.0,8355.3
1913,CA,LPF,00000205,,USF,19130000,0,0,14,00000000,1,0.0,129.9
1913,CA,LPF,00000201,,USF,19130000,0,0,14,00000000,1,0.0,134.4
1913,CA,LPF,00000999,,USF,19130000,0,0,14,00000000,1,0.0,140.4
1913,CA,LPF,00000049,,USF,19130000,0,0,14,00000000,1,0.0,141.5
