YEAR ,STATE,UNIT,FIRE NUMBER,FIRE NAME,AGENCY,Alarm Date,Containment Date,Collection Method,CAUSE,Incident Number,Objective,Report Acres,GIS Acres
1923,CA,ANF,00000000,MT. LOWE,USF,19231314,0,0,14,00000000,1,600.0,643.3
1923,CA,ANF,00000000,RIDGE,USF,19230700,0,0,14,00000000,1,1650.0,100.7
1923,CA,ANF,00000000,RIDGE,USF,19230700,0,0,14,00000000,1,1650.0,1007.2
1923,CA,ANF,00000000,,USF,19230800,0,0,14,00000000,1,160.0,135.7
1923,CA,ANF,00000000,,USF,19230600,0,0,14,00000000,1,200.0,224.3
1923,CA,ANF,00000000,,USF,19230900,0,0,14,00000000,1,200.0,327.6
1923,CA,ANF,00000000,,USF,19231000,0,0,14,00000000,1,60.0,442.2
1923,CA,ANF,00000000,,USF,19230900,0,0,14,00000000,1,50.0,602.2
1923,CA,ANF,00000000,,USF,19230000,0,0,14,00000000,1,666.0,666.0
1923,CA,ANF,00000000,,USF,19230700,0,0,14,00000000,1,775.0,947.7
1923,CA,ANF,00000000,,USF,19230000,0,0,14,00000000,1,1754.0,1753.9
1923,CA,BDF,00000000,,USF,19230000,0,0,14,00000000,1,0.0,105.2
1923,CA,BDF,00000000,,USF,19230000,0,0,14,00000000,1,0.0,108.4
1923,CA,BDF,00000000,,USF,19230000,0,0,14,00000000,1,0.0,238.7
1923,CA,BDF,00000000,,USF,19230000,0,0,14,00000000,1,0.0,381.5
1923,CA,BDF,00000000,,USF,19230000,0,0,14,00000000,1,0.0,489.5
1923,CA,BDF,00000000,,USF,19230000,0,0,14,00000000,1,0.0,568.4
1923,CA,BDF,00000000,,USF,19230000,0,0,14,00000000,1,0.0,636.7
1923,CA,BDF,00000000,,USF,19230000,0,0,14,00000000,1,0.0,995.0
1923,CA,BDF,00000000,,USF,19230000,0,0,14,00000000,1,0.0,1174.1
1923,CA,BDF,00000000,,USF,19230000,0,0,14,00000000,1,0.0,1241.3
1923,CA,BDF,00000000,,USF,19230000,0,0,14,00000000,1,0.0,1461.1
1923,CA,BDF,00000000,,USF,19230000,0,0,14,00000000,1,0.0,1932.4
1923,CA,CNF,00000023,,USF,19230000,0,0,9,00000000,1,0.0,146.9
1923,CA,CNF,00000024,,USF,19230000,0,0,9,00000000,1,0.0,287.9
1923,CA,CNF,00000026,,USF,19230000,0,0,9,00000000,1,0.0,399.1
1923,CA,CNF,00000025,,USF,19230000,0,0,9,00000000,1,0.0,530.2
1923,CA,CNF,00000027,,USF,19230000,0,0,9,00000000,1,0.0,941.6
1923,CA,CNF,00000022,,USF,19230000,0,0,9,00000000,1,0.0,963.3
1923,CA,CNF,00000008,,USF,19230000,0,0,14,00000000,1,0.0,2150.2
1923,CA,ENF,,GOLD BUG,USF,19230322,19230000,8,14,,0,0.0,510.3
1923,CA,ENF,000042G7,,USF,19230000,0,0,9,00000000,1,0.0,1106.4
1923,CA,ENF,000014G3,,USF,19230000,0,0,9,00000000,1,0.0,1691.0
1923,CA,KNF,00000322,,USF,19230000,0,0,14,00000000,1,0.0,461.0
1923,CA,LAC,00000000,RIDGE,CCO,19230726,0,0,14,00000000,1,0.0,1044.1
1923,CA,LAC,00000000,SANTA FEE,CCO,19230725,0,0,14,00000000,1,0.0,609.4
1923,CA,LAC,00000000,,CCO,19230000,0,0,14,00000000,1,0.0,119.1
1923,CA,LAC,00000000,,CCO,19230000,0,0,14,00000000,1,0.0,284.9
1923,CA,LAC,00000000,,CCO,19230000,0,0,14,00000000,1,0.0,314.2
1923,CA,LPF,00000200,,USF,19230000,0,0,14,00000000,1,0.0,103.8
1923,CA,LPF,00000206,,USF,19230000,0,0,14,00000000,1,0.0,147.8
1923,CA,LPF,00000205,,USF,19230000,0,0,14,00000000,1,0.0,181.1
1923,CA,LPF,00000202,,USF,19230000,0,0,14,00000000,1,0.0,305.4
1923,CA,LPF,00000019,,USF,19230000,0,0,9,00000000,1,0.0,372.2
1923,CA,LPF,00000201,,USF,19230000,0,0,14,00000000,1,0.0,418.8
1923,CA,LPF,00000016,,USF,19230000,0,0,9,00000000,1,0.0,505.8
1923,CA,LPF,00000021,,USF,19230000,0,0,9,00000000,1,0.0,551.2
1923,CA,LPF,00000018,,USF,19230000,0,0,9,00000000,1,0.0,699.9
1923,CA,LPF,00000203,,USF,19230000,0,0,14,00000000,1,0.0,790.5
1923,CA,LPF,00000028,,USF,19230000,0,0,9,00000000,1,0.0,1225.7
1923,CA,LPF,00000038,,USF,19230000,0,0,9,00000000,1,0.0,1415.1
1923,CA,LPF,00000002,,USF,19230000,0,0,9,00000000,1,0.0,2024.4
1923,CA,LPF,00000022,,USF,19230000,0,0,9,00000000,1,0.0,2156.1
1923,CA,LPF,00000024,,USF,19230000,0,0,9,00000000,1,0.0,4121.4
1923,CA,LPF,00000208,,USF,19230000,0,0,14,00000000,1,0.0,4232.6
1923,CA,LPF,00000002,,USF,19230000,0,0,9,00000000,1,0.0,4581.4
1923,CA,LPF,00000998,,USF,19230000,0,0,14,00000000,1,0.0,8301.4
1923,CA,LPF,00000006,,USF,19230000,0,0,9,00000000,1,0.0,9296.2
1923,CA,LPF,00000023,,USF,19230000,0,0,9,00000000,1,0.0,41345.0
1923,CA,LPF,00000026,,USF,19230000,0,0,9,00000000,1,0.0,61895.9
1923,CA,MNF,00000052,ALLEY,USF,19230000,0,0,14,00000000,1,0.0,1596.2
1923,CA,MNF,00000047,BARTLETT MTN,USF,19230000,0,0,9,00000000,1,0.0,9914.9
1923,CA,MNF,00000049,STREETER RIDGE,USF,19230000,0,0,9,00000000,1,0.0,14996.3
1923,CA,PNF,00000001,,USF,19230000,0,0,14,00000000,1,0.0,323.0
1923,CA,RRU,00000000,,CDF,19230000,0,0,14,00000000,1,0.0,248.2
1923,CA,RRU,00000000,,CDF,19230000,0,0,14,00000000,1,0.0,347.2
1923,CA,RRU,00000000,,CDF,19230000,0,0,14,00000000,1,0.0,496.5
1923,CA,RRU,00000000,,CDF,19230000,0,0,14,00000000,1,0.0,923.6
1923,CA,RRU,00000000,,CDF,19230000,0,0,14,00000000,1,0.0,978.7
1923,CA,RRU,00000000,,CDF,19230000,0,0,14,00000000,1,0.0,3888.6
1923,CA,SHF,00000507,,USF,19230000,0,0,1,00000000,1,0.0,106.1
1923,CA,SHF,00000578,,USF,19230000,0,0,1,00000000,1,0.0,141.6
1923,CA,SHF,00000501,,USF,19230000,0,0,9,00000000,1,0.0,147.9
1923,CA,SHF,00000652,,USF,19230000,0,0,9,00000000,1,0.0,531.5
1923,CA,SHF,00000539,,USF,19230000,0,0,9,00000000,1,0.0,652.0
1923,CA,SHF,00000634,,USF,19230000,0,0,9,00000000,1,0.0,2957.8
1923,CA,SNF,00000003,,USF,19230000,0,0,14,00000000,1,0.0,117.7
1923,CA,SNF,00000004,,USF,19230000,0,0,14,00000000,1,0.0,154.0
1923,CA,SNF,00000001,,USF,19230000,0,0,14,00000000,1,0.0,415.3
1923,CA,SNF,00000002,,USF,19230000,0,0,14,00000000,1,0.0,24116.0
1923,CA,SQF,00000007,,USF,19230000,0,0,9,00000000,1,0.0,333.8
1923,CA,SQF,00000014,,USF,19230000,0,0,9,00000000,1,0.0,774.0
1923,CA,SRF,00400744,,USF,19230906,0,0,14,00000000,1,0.0,398.3
1923,CA,STF,00000306,,USF,19230000,19230000,8,14,,1,0.0,302.9
1923,CA,STF,00000262,,USF,19230000,19230000,8,14,,1,0.0,361.7
1923,CA,TNF,00000003,,USF,19230000,19230000,0,14,00000000,1,0.0,189.8
1923,CA,TNF,00000001,,USF,19230000,19230000,0,14,00000000,1,0.0,401.9
1923,CA,TNF,00000002,,USF,19230000,19230000,0,14,00000000,1,0.0,445.1
1924,CA,ANF,00000000,BEE CANYON,USF,19240615,0,0,14,00000000,1,1640.0,1033.5
1924,CA,ANF,00000000,LONE PINE,USF,19240430,0,0,14,00000000,1,300.0,182.3
1924,CA,ANF,00000000,MCELLVENEY,USF,19240119,0,0,14,00000000,1,200.0,330.5
1924,CA,ANF,00000000,,USF,19240700,0,0,14,00000000,1,115.0,119.9
1924,CA,ANF,00000000,,USF,19240600,0,0,14,00000000,1,160.0,143.8
1924,CA,ANF,00000000,,USF,19241100,0,0,14,00000000,1,220.0,199.0
1924,CA,ANF,00000000,,USF,19240200,0,0,14,00000000,1,250.0,324.5
1924,CA,ANF,00000000,,USF,19240000,0,0,14,00000000,1,826.0,825.6
1924,CA,ANF,00000000,,USF,19240000,0,0,14,00000000,1,1344.0,1344.4
1924,CA,ANF,00000000,,USF,19240000,0,0,14,00000000,1,24239.0,24239.0
1924,CA,BDF,00000000,,USF,19240000,0,0,14,00000000,1,0.0,158.4
1924,CA,BDF,00000000,,USF,19240000,0,0,14,00000000,1,0.0,389.2
1924,CA,BDF,00000000,,USF,19240000,0,0,14,00000000,1,0.0,749.7
1924,CA,BDF,00000000,,USF,19240000,0,0,14,00000000,1,0.0,1013.9
1924,CA,BDF,00000000,,USF,19240000,0,0,14,00000000,1,0.0,1053.9
1924,CA,BDF,00000000,,USF,19240000,0,0,14,00000000,1,0.0,1489.7
1924,CA,BDF,00000000,,USF,19240000,0,0,14,00000000,1,0.0,1539.7
1924,CA,BDF,00000000,,USF,19240000,0,0,14,00000000,1,0.0,4369.1
1924,CA,BDF,00000000,,USF,19240000,0,0,14,00000000,1,0.0,15848.2
1924,CA,BDF,00000000,,USF,19240000,0,0,14,00000000,1,0.0,17174.1
1924,CA,CNF,00000030,,USF,19240000,0,0,9,00000000,1,0.0,690.4
1924,CA,CNF,00000035,,USF,19240000,0,0,9,00000000,1,0.0,768.9
1924,CA,CNF,00000033,,USF,19240000,0,0,9,00000000,1,0.0,1787.6
1924,CA,CNF,00000034,,USF,19240000,0,0,9,00000000,1,0.0,3408.2
1924,CA,CNF,00000032,,USF,19240000,0,0,9,00000000,1,0.0,5166.4
1924,CA,ENF,000014P6,BADGER HILL,USF,19240704,0,0,9,00000000,1,0.0,638.2
1924,CA,ENF,000028C4,MOKELUMNE RIVER,USF,19240801,0,0,9,00000000,1,0.0,2448.7
1924,CA,ENF,000013C2,PI PI-INDIAN DIGGING,USF,19240818,0,0,9,00000000,1,0.0,8947.8
1924,CA,ENF,00000005,PINO GRANDE,USF,19240529,0,0,14,00000000,1,0.0,313.7
1924,CA,ENF,000033PL,UPPER DESOLATION VAL,USF,19240813,0,0,9,00000000,1,0.0,143.2
1924,CA,ENF,000038C5,UPPER DESOLATION VAL,USF,19240813,0,0,14,00000000,1,0.0,10973.4
1924,CA,ENF,000058G1,,USF,19240000,0,0,9,00000000,1,0.0,496.6
1924,CA,ENF,000064G1,,USF,19240000,0,0,14,00000000,1,0.0,700.9
1924,CA,ENF,000021G6,,USF,19240000,0,0,9,00000000,1,0.0,1102.2
1924,OR,KNF,00000222,LONG JOHN CREEK,USF,19240901,0,0,1,00000000,1,0.0,396.9
1924,CA,KNF,00000314,WEST FORK,USF,19240726,0,0,3,00000000,1,0.0,6307.5
1924,CA,KNF,00000010,,USF,19240000,0,0,14,00000000,1,0.0,344.0
1924,CA,KNF,00000019,,USF,19240000,0,0,14,00000000,1,0.0,523.7
1924,CA,KNF,00000321,,USF,19240000,0,0,14,00000000,1,0.0,558.0
1924,CA,KNF,00000153,,USF,19240000,0,0,14,00000000,1,0.0,649.5
1924,CA,KNF,00000461,,USF,19240000,0,0,14,00000000,1,0.0,676.4
1924,CA,KNF,00000113,,USF,19240000,0,0,14,00000000,1,0.0,715.4
1924,CA,KNF,00000194,,USF,19240000,0,0,14,00000000,1,0.0,751.1
1924,CA,KNF,00000134,,USF,19240000,0,0,14,00000000,1,0.0,1009.0
1924,CA,KNF,00000020,,USF,19240000,0,0,14,00000000,1,0.0,1223.3
1924,CA,KNF,00000468,,USF,19240000,0,0,14,00000000,1,0.0,2055.6
1924,CA,KNF,00000063,,USF,19240000,0,0,14,00000000,1,0.0,4760.2
1924,CA,KNP,00000002,MUIR GROVE,NPS,19240000,0,0,14,00000000,1,108.3,108.3
1924,CA,LAC,00000000,BEE CYN,CCO,19240615,0,0,14,00000000,1,0.0,1710.5
1924,CA,LAC,00000000,SAN GABRIEL,CCO,19240831,0,0,14,00000000,1,0.0,43049.9
1924,CA,LAC,00000000,,CCO,19240710,0,0,14,00000000,1,0.0,1280.7
1924,CA,LNF,00000017,,USF,19240000,0,0,9,00000000,1,0.0,177.3
1924,CA,LNF,00000131,,USF,19240000,0,0,9,00000000,1,0.0,191.6
1924,CA,LNF,00000121,,USF,19240000,0,0,9,00000000,1,0.0,224.0
1924,CA,LNF,00000011,,USF,19240000,0,0,9,00000000,1,0.0,255.3
1924,CA,LNF,00000144,,USF,19240000,0,0,9,00000000,1,0.0,294.6
1924,CA,LNF,00000121,,USF,19240000,0,0,9,00000000,1,0.0,451.4
1924,CA,LNF,00000130,,USF,19240000,0,0,9,00000000,1,0.0,530.8
1924,CA,LNF,00000124,,USF,19240000,0,0,7,00000000,1,0.0,721.1
1924,CA,LNF,00000146,,USF,19240000,0,0,9,00000000,1,0.0,1010.0
1924,CA,LNF,00000127,,USF,19240000,0,0,9,00000000,1,0.0,2689.5
1924,CA,LNF,00000126,,USF,19240000,0,0,9,00000000,1,0.0,2777.6
1924,CA,LNF,00000141,,USF,19240000,0,0,9,00000000,1,0.0,3763.4
1924,CA,LNF,00000125,,USF,19240000,0,0,9,00000000,1,0.0,3882.5
1924,CA,LNF,00000145,,USF,19240000,0,0,9,00000000,1,0.0,6797.8
1924,CA,LPF,00000027,,USF,19240000,0,0,9,00000000,1,0.0,122.8
1924,CA,LPF,00000203,,USF,19240000,0,0,14,00000000,1,0.0,172.8
1924,CA,LPF,00000202,,USF,19240000,0,0,14,00000000,1,0.0,184.9
1924,CA,LPF,00000001,,USF,19240000,0,0,9,00000000,1,0.0,229.7
1924,CA,LPF,00000007,,USF,19240000,0,0,9,00000000,1,0.0,303.4
1924,CA,LPF,00000019,,USF,19240000,0,0,9,00000000,1,0.0,327.9
1924,CA,LPF,00000996,,USF,19240000,0,0,14,00000000,1,0.0,373.2
1924,CA,LPF,00000016,,USF,19240000,0,0,9,00000000,1,0.0,498.5
1924,CA,LPF,00000013,,USF,19240000,0,0,9,00000000,1,0.0,698.9
1924,CA,LPF,00000008,,USF,19240000,0,0,9,00000000,1,0.0,758.7
1924,CA,LPF,00000204,,USF,19240000,0,0,14,00000000,1,0.0,971.6
1924,CA,LPF,00000004,,USF,19240000,0,0,9,00000000,1,0.0,2253.4
1924,CA,LPF,00000015,,USF,19240000,0,0,9,00000000,1,0.0,2268.2
1924,CA,LPF,00000997,,USF,19240000,0,0,14,00000000,1,0.0,5578.8
1924,CA,LPF,00000025,,USF,19240000,0,0,9,00000000,1,0.0,11612.2
1924,CA,LPF,00000021,,USF,19240000,0,0,9,00000000,1,0.0,54480.1
1924,CA,MDF,00000034,INDIAN WELL,USF,19240708,0,0,9,00000000,1,0.0,1072.1
1924,CA,MDF,00000079,SAND BUTTE,USF,19240902,0,0,1,00000000,1,0.0,779.8
1924,CA,MDF,00000053,TICKNER RD.,USF,19240809,0,0,9,00000000,1,0.0,825.0
1924,CA,MDF,00000024,TIMBER MT.,USF,19240701,0,0,9,00000000,1,0.0,1405.1
1924,CA,MDF,00000071,UPPER MUD SP,USF,19240902,0,0,1,00000000,1,0.0,3446.6
1924,CA,MDF,00000070,,USF,19240000,0,0,1,00000000,1,0.0,523.5
1924,CA,MNF,00000022,RILEY RIDGE,USF,19240000,0,0,9,00000000,1,0.0,2278.4
1924,CA,MNF,00000021,THOMS CREEK,USF,19240000,0,0,14,00000000,1,0.0,6170.4
1924,CA,PNF,00000001,,USF,19240000,0,0,14,00000000,1,0.0,596.5
1924,CA,RRU,00000000,,CDF,19240000,0,0,14,00000000,1,0.0,18432.5
1924,CA,SHF,00000775,,USF,19240000,0,0,9,00000000,1,0.0,113.7
1924,CA,SHF,00000733,,USF,19240000,0,0,1,00000000,1,0.0,121.1
1924,CA,SHF,00000517,,USF,19240000,0,0,14,00000000,1,0.0,131.4
1924,CA,SHF,00000131,,USF,19240000,0,0,1,00000000,1,0.0,141.4
1924,CA,SHF,00000505,,USF,19240000,0,0,9,00000000,1,0.0,142.7
1924,CA,SHF,00000675,,USF,19240000,0,0,9,00000000,1,0.0,152.4
1924,CA,SHF,00000127,,USF,19240000,0,0,1,00000000,1,0.0,160.2
1924,CA,SHF,00000607,,USF,19240000,0,0,9,00000000,1,0.0,160.8
1924,CA,SHF,00000535,,USF,19240000,0,0,1,00000000,1,0.0,163.9
1924,CA,SHF,00000783,,USF,19240000,0,0,9,00000000,1,0.0,179.3
1924,CA,SHF,00000776,,USF,19240000,0,0,9,00000000,1,0.0,186.1
1924,CA,SHF,00000062,,USF,19240000,0,0,1,00000000,1,0.0,200.8
1924,CA,SHF,00000037,,USF,19240000,0,0,9,00000000,1,0.0,214.2
1924,CA,SHF,00000049,,USF,19240000,0,0,14,00000000,1,0.0,268.1
1924,CA,SHF,00000079,,USF,19240000,0,0,1,00000000,1,0.0,292.0
1924,CA,SHF,00000080,,USF,19240000,0,0,1,00000000,1,0.0,376.5
1924,CA,SHF,00000727,,USF,19240000,0,0,9,00000000,1,0.0,434.2
1924,CA,SHF,00000658,,USF,19240000,0,0,9,00000000,1,0.0,446.1
1924,CA,SHF,00000562,,USF,19240000,0,0,1,00000000,1,0.0,462.7
1924,CA,SHF,00000728,,USF,19240000,0,0,9,00000000,1,0.0,482.5
1924,CA,SHF,00000038,,USF,19240000,0,0,9,00000000,1,0.0,490.0
1924,CA,SHF,00000659,,USF,19240000,0,0,9,00000000,1,0.0,498.7
1924,CA,SHF,00000088,,USF,19240000,0,0,1,00000000,1,0.0,577.8
1924,CA,SHF,00000636,,USF,19240000,0,0,9,00000000,1,0.0,634.2
1924,CA,SHF,00000771,,USF,19240000,0,0,14,00000000,1,0.0,750.6
1924,CA,SHF,00000630,,USF,19240000,0,0,9,00000000,1,0.0,1001.1
1924,CA,SHF,00000576,,USF,19240000,0,0,9,00000000,1,0.0,1076.7
1924,CA,SHF,00000098,,USF,19240000,0,0,1,00000000,1,0.0,1435.2
1924,CA,SHF,00000034,,USF,19240000,0,0,14,00000000,1,0.0,1727.9
1924,CA,SHF,00000029,,USF,19240000,0,0,9,00000000,1,0.0,1937.3
1924,CA,SHF,00000606,,USF,19240000,0,0,14,00000000,1,0.0,2176.4
1924,CA,SHF,00000678,,USF,19240000,0,0,9,00000000,1,0.0,2198.5
1924,CA,SHF,00000627,,USF,19240000,0,0,14,00000000,1,0.0,2407.7
1924,CA,SHF,00000634,,USF,19240000,0,0,9,00000000,1,0.0,2444.2
1924,CA,SHF,00000717,,USF,19240000,0,0,9,00000000,1,0.0,3114.4
1924,CA,SHF,00000601,,USF,19240000,0,0,9,00000000,1,0.0,3242.0
1924,CA,SHF,00000635,,USF,19240000,0,0,9,00000000,1,0.0,3316.2
1924,CA,SHF,00000645,,USF,19240000,0,0,9,00000000,1,0.0,3334.1
1924,CA,SHF,00000762,,USF,19240000,0,0,1,00000000,1,0.0,3642.6
1924,CA,SHF,00000725,,USF,19240000,0,0,9,00000000,1,0.0,7556.0
1924,CA,SHF,00000672,,USF,19240000,0,0,9,00000000,1,0.0,11278.4
1924,CA,SNF,00000011,,USF,19240000,0,0,14,00000000,1,0.0,105.7
1924,CA,SNF,00000010,,USF,19240000,0,0,14,00000000,1,0.0,159.5
1924,CA,SNF,00000012,,USF,19240000,0,0,14,00000000,1,0.0,233.3
1924,CA,SNF,00000007,,USF,19240000,0,0,1,00000000,1,0.0,544.5
1924,CA,SNF,00000003,,USF,19240000,0,0,14,00000000,1,0.0,800.5
1924,CA,SNF,00000005,,USF,19240000,0,0,14,00000000,1,0.0,1055.9
1924,CA,SNF,00000006,,USF,19240000,0,0,14,00000000,1,0.0,1297.0
1924,CA,SNF,00000009,,USF,19240000,0,0,1,00000000,1,0.0,4076.7
1924,CA,SNF,00000008,,USF,19240000,0,0,9,00000000,1,0.0,5202.7
1924,CA,SNF,00000004,,USF,19240000,0,0,14,00000000,1,0.0,10310.1
1924,CA,SNF,00000002,,USF,19240000,0,0,14,00000000,1,0.0,11590.2
1924,CA,SNF,,,USF,19240000,19240000,8,9,,0,0.0,43312.7
1924,CA,SQF,00000783,,USF,19240000,0,0,9,00000000,1,0.0,110.8
1924,CA,SQF,00000631,,USF,19240000,0,0,9,00000000,1,0.0,119.4
1924,CA,SQF,00000895,,USF,19240000,0,0,9,00000000,1,0.0,131.4
1924,CA,SQF,00000779,,USF,19240000,0,0,9,00000000,1,0.0,172.4
1924,CA,SQF,00000046,,USF,19240000,0,0,1,00000000,1,0.0,173.9
1924,CA,SQF,00001204,,USF,19240000,0,0,9,00000000,1,0.0,229.3
1924,CA,SQF,00000014,,USF,19240000,0,0,9,00000000,1,0.0,294.7
1924,CA,SQF,00000093,,USF,19240000,0,0,9,00000000,1,0.0,4284.3
1924,CA,SQF,00000656,,USF,19240000,0,0,9,00000000,1,0.0,8603.5
1924,CA,SQF,00000876,,USF,19240000,0,0,9,00000000,1,0.0,12523.0
1924,CA,SRF,00200150,BLUFF CREEK #1,USF,19240905,0,0,1,00000000,1,0.0,261.7
1924,CA,SRF,00200151,BLUFF CREEK #2,USF,19240912,0,0,5,00000000,1,0.0,1227.7
1924,CA,SRF,00000110,C&O LBR. CO.,USF,19240815,0,0,2,00000000,1,0.0,119.5
1924,CA,SRF,00400675,NO NAME #40,USF,19240901,0,0,1,00000000,1,0.0,159.3
1924,CA,SRF,00000113,SUMMIT VALLEY,USF,19240901,0,0,1,00000000,1,0.0,149.4
1924,CA,SRF,00301073,,USF,19240910,0,0,14,00000000,1,0.0,159.3
1924,CA,SRF,00301077,,USF,19240915,0,0,14,00000000,1,0.0,169.3
1924,CA,SRF,00400677,,USF,19240902,0,0,1,00000000,1,0.0,179.5
1924,CA,SRF,00301066,,USF,19240410,0,0,14,00000000,1,0.0,299.7
1924,CA,SRF,00400862,,USF,19240901,0,0,14,00000000,1,0.0,1593.3
1924,CA,STF,00000443,,USF,19240000,19240000,8,14,,1,0.0,906.8
1924,CA,STF,00000105,,USF,19240000,19240000,8,14,,1,0.0,2211.2
1924,CA,STF,00000162,,USF,19240000,19240000,8,14,,1,0.0,3954.5
1924,CA,STF,00000205,,USF,19240000,19240000,8,14,,1,0.0,37134.7
1924,CA,TNF,00000024,,USF,19240000,19240000,0,14,00000000,1,0.0,105.4
1924,CA,TNF,00000023,,USF,19240000,19240000,0,14,00000000,1,0.0,114.0
1924,CA,TNF,00000023,,USF,19240000,19240000,8,14,00000000,1,0.0,114.0
1924,CA,TNF,00000016,,USF,19240000,19240000,0,14,00000000,1,0.0,135.6
1924,CA,TNF,00000019,,USF,19240000,19240000,0,14,00000000,1,0.0,181.1
1924,CA,TNF,00000012,,USF,19240000,0,0,14,00000000,1,0.0,202.1
1924,CA,TNF,00000012,,USF,19240000,19240000,0,14,00000000,1,0.0,207.0
1924,CA,TNF,00000022,,USF,19240000,19240000,0,14,00000000,1,0.0,222.4
1924,CA,TNF,00000025,,USF,19240000,19240000,0,14,00000000,1,0.0,243.7
1924,CA,TNF,00000018,,USF,19240000,19240000,0,14,00000000,1,0.0,245.5
1924,CA,TNF,00000008,,USF,19240000,19240000,0,14,00000000,1,0.0,248.1
1924,CA,TNF,00000004,,USF,19240000,19240000,0,14,00000000,1,0.0,511.2
1924,CA,TNF,00000002,,USF,19240000,19240000,0,14,00000000,1,0.0,621.4
1924,CA,TNF,00000026,,USF,19240000,19240000,0,14,00000000,1,0.0,710.8
1924,CA,TNF,00000021,,USF,19240000,19240000,0,14,00000000,1,0.0,1401.4
1924,CA,TNF,00000014,,USF,19240000,19240000,0,14,00000000,1,0.0,1582.0
1924,CA,TNF,00000015,,USF,19240000,19240000,0,14,00000000,1,0.0,1759.2
1924,CA,TNF,00000017,,USF,19240000,19240000,0,14,00000000,1,0.0,1770.0
1924,CA,TNF,00000011,,USF,19240000,19240000,0,14,00000000,1,0.0,2004.5
1924,CA,TNF,00000001,,USF,19240000,19240000,0,14,00000000,1,0.0,3650.1
1924,CA,TNF,00000003,,USF,19240000,19240000,0,14,00000000,1,0.0,4068.1
1924,CA,TNF,00000006,,USF,19240000,19240000,0,9,00000000,1,0.0,14670.6
1924,CA,TNF,00000007,,USF,19240000,19240000,8,9,00000000,1,0.0,16266.5
1924,CA,TNF,00000020,,USF,19240000,19240000,8,14,00000000,1,0.0,27880.3
1925,CA,ANF,00000000,,USF,19250700,0,0,14,00000000,1,300.0,389.7
1925,CA,ANF,00000000,,USF,19250000,0,0,14,00000000,1,686.0,686.5
1925,CA,ANF,00000000,,USF,19250000,0,0,14,00000000,1,791.0,791.0
1925,CA,BDF,00000000,,USF,19250000,0,0,14,00000000,1,0.0,189.9
1925,CA,BDF,00000000,,USF,19250000,0,0,14,00000000,1,0.0,247.1
1925,CA,BDF,00000000,,USF,19250000,0,0,14,00000000,1,0.0,283.2
1925,CA,BDF,00000000,,USF,19250000,0,0,14,00000000,1,0.0,304.7
1925,CA,BDF,00000000,,USF,19250000,0,0,14,00000000,1,0.0,407.1
1925,CA,BDF,00000000,,USF,19250000,0,0,14,00000000,1,0.0,473.4
1925,CA,BDF,00000000,,USF,19250000,0,0,14,00000000,1,0.0,1185.0
1925,CA,CNF,00000042,,USF,19250000,0,0,9,00000000,1,0.0,116.2
1925,CA,CNF,00000010,,USF,19250000,0,0,14,00000000,1,0.0,159.8
1925,CA,CNF,00000039,,USF,19250000,0,0,9,00000000,1,0.0,268.8
1925,CA,CNF,00000038,,USF,19250000,0,0,9,00000000,1,0.0,317.8
1925,CA,CNF,00000048,,USF,19250000,0,0,9,00000000,1,0.0,324.4
1925,CA,CNF,00000043,,USF,19250000,0,0,9,00000000,1,0.0,418.5
1925,CA,CNF,00000047,,USF,19250000,0,0,9,00000000,1,0.0,482.3
1925,CA,CNF,00000045,,USF,19250000,0,0,9,00000000,1,0.0,629.5
1925,CA,CNF,00000036,,USF,19250000,0,0,9,00000000,1,0.0,943.4
1925,CA,CNF,00000049,,USF,19250000,0,0,9,00000000,1,0.0,4104.9
1925,CA,CNF,00000044,,USF,19250000,0,0,9,00000000,1,0.0,6179.7
1925,CA,CNF,00000009,,USF,19250000,0,0,14,00000000,1,0.0,8650.4
1925,CA,ENF,000025C8,DEADMAN'S FLAT,USF,19250718,0,0,1,00000000,1,0.0,188.9
1925,CA,ENF,5G700000,DEADMAN'S FLAT,USF,19250718,19250718,0,9,00000000,1,0.0,2587.9
1925,CA,KNF,00000464,,USF,19250000,0,0,14,00000000,1,0.0,162.6
1925,CA,KNF,00000312,,USF,19250000,0,0,14,00000000,1,0.0,179.8
1925,CA,KNF,00000000,,USF,19250000,0,0,14,00000000,1,0.0,254.3
1925,CA,LAC,00000000,HELL HOLE FIRE,CCO,19250918,0,0,14,00000000,1,0.0,5730.6
1925,CA,LAC,00000000,TOPANGA P.O.,CCO,19250302,0,0,14,00000000,1,0.0,172.1
1925,CA,LAC,00000000,,CCO,19250000,0,0,14,00000000,1,0.0,555.7
1925,CA,LNF,00000030,,USF,19250000,0,0,1,00000000,1,0.0,124.9
1925,CA,LNF,00000045,,USF,19250000,0,0,9,00000000,1,0.0,310.3
1925,CA,LPF,00000006,EL CAPITAN,USF,19250726,0,0,9,00000000,1,0.0,400.6
1925,CA,LPF,00000017,REFUGIO,USF,19251120,0,0,9,00000000,1,0.0,484.7
1925,CA,LPF,00000200,TEQUIPAS CANYON,USF,19250321,0,0,5,00000000,1,0.0,236.5
1925,CA,LPF,00000015,,USF,19250000,0,0,9,00000000,1,0.0,155.6
1925,CA,LPF,00000004,,USF,19250000,0,0,9,00000000,1,0.0,2621.0
1925,CA,LPF,00000201,,USF,19250000,0,0,14,00000000,1,0.0,8623.9
