date_time,   Speed,  Direc ,   Temp , Humidty
2005-10-01 00:00:00,0.0,28,-2.221,66
2005-10-01 01:00:00,0.0,29,-2.7769999999999997,65
2005-10-01 02:00:00,0.0,31,-3.332,68
2005-10-01 03:00:00,0.0,33,-3.332,71
2005-10-01 04:00:00,0.0,34,-3.332,73
2005-10-01 05:00:00,0.0,33,-3.332,75
2005-10-01 06:00:00,0.0,32,-3.332,78
2005-10-01 07:00:00,0.0,27,0.0,75
2005-10-01 08:00:00,2.235,213,11.67,31
2005-10-01 09:00:00,3.576,185,11.67,29
2005-10-01 10:00:00,3.1289999999999996,196,13.33,26
2005-10-01 11:00:00,3.576,203,14.44,25
2005-10-01 12:00:00,4.023,202,15.0,23
2005-10-01 13:00:00,3.576,209,15.0,20
2005-10-01 14:00:00,2.235,205,13.89,25
2005-10-01 15:00:00,2.682,219,14.44,20
2005-10-01 16:00:00,3.1289999999999996,193,11.11,33
2005-10-01 17:00:00,3.1289999999999996,219,8.333,45
2005-10-01 18:00:00,2.235,222,6.667000000000001,44
2005-10-01 19:00:00,2.682,224,6.667000000000001,38
2005-10-01 20:00:00,2.235,225,6.111000000000001,41
2005-10-01 21:00:00,2.235,219,5.556,46
2005-10-01 22:00:00,1.788,236,5.556,48
2005-10-01 23:00:00,1.788,222,5.556,48
2005-10-02 00:00:00,1.788,212,6.111000000000001,37
2005-10-02 01:00:00,1.788,224,5.556,40
2005-10-02 02:00:00,3.1289999999999996,220,6.667000000000001,33
2005-10-02 03:00:00,1.788,235,5.556,44
2005-10-02 04:00:00,1.341,241,4.444,46
2005-10-02 05:00:00,1.341,246,3.889,45
2005-10-02 06:00:00,0.8941,247,3.333,56
2005-10-02 07:00:00,1.341,240,5.556,50
2005-10-02 08:00:00,1.788,223,10.0,37
2005-10-02 09:00:00,1.788,237,8.333,42
2005-10-02 10:00:00,2.682,233,11.11,35
2005-10-02 11:00:00,2.682,223,12.78,32
2005-10-02 12:00:00,3.576,224,12.78,32
2005-10-02 13:00:00,3.1289999999999996,215,12.78,32
2005-10-02 14:00:00,3.576,210,11.67,35
2005-10-02 15:00:00,3.1289999999999996,219,8.333,44
2005-10-02 16:00:00,3.1289999999999996,203,6.111000000000001,47
2005-10-02 17:00:00,2.235,217,5.556,44
2005-10-02 18:00:00,2.235,209,4.444,54
2005-10-02 19:00:00,2.682,212,3.889,61
2005-10-02 20:00:00,2.235,221,2.778,61
2005-10-02 21:00:00,2.235,221,2.222,61
2005-10-02 22:00:00,1.788,231,1.111,63
2005-10-02 23:00:00,1.341,232,-0.5555,63
2005-10-03 00:00:00,0.8941,245,-1.666,61
2005-10-03 01:00:00,1.341,268,-2.7769999999999997,70
2005-10-03 02:00:00,1.341,272,-3.332,60
2005-10-03 03:00:00,0.8941,268,-2.7769999999999997,36
2005-10-03 04:00:00,0.8941,240,-3.332,32
2005-10-03 05:00:00,0.0,303,-4.4430000000000005,36
2005-10-03 06:00:00,0.447,17,-4.999,44
2005-10-03 07:00:00,0.0,123,-3.332,40
2005-10-03 08:00:00,1.341,210,3.333,18
2005-10-03 09:00:00,2.235,195,6.111000000000001,11
2005-10-03 10:00:00,3.1289999999999996,200,7.222,9
2005-10-03 11:00:00,3.576,196,7.222,14
2005-10-03 12:00:00,3.1289999999999996,198,8.333,22
2005-10-03 13:00:00,2.235,208,8.333,25
2005-10-03 14:00:00,3.1289999999999996,201,7.778,23
2005-10-03 15:00:00,3.1289999999999996,205,6.111000000000001,24
2005-10-03 16:00:00,3.1289999999999996,203,4.444,31
2005-10-03 17:00:00,1.341,226,0.5556,53
2005-10-03 18:00:00,0.8941,266,-1.666,66
2005-10-03 19:00:00,0.8941,213,-1.666,70
2005-10-03 20:00:00,0.8941,199,-3.332,71
