date_time,   Speed,  Direc ,   Temp , Humidty,   Rad. 
2008-10-01 00:00:00,0.447,332,18.33,45,0
2008-10-01 01:00:00,0.447,335,17.78,45,0
2008-10-01 02:00:00,0.447,331,17.78,46,0
2008-10-01 03:00:00,0.447,335,16.67,45,0
2008-10-01 04:00:00,0.447,338,16.67,44,0
2008-10-01 05:00:00,0.447,327,17.22,46,0
2008-10-01 06:00:00,0.447,337,16.67,45,0
2008-10-01 07:00:00,0.447,333,16.11,46,0
2008-10-01 08:00:00,0.447,339,19.44,41,15
2008-10-01 09:00:00,0.447,264,23.33,32,45
2008-10-01 10:00:00,0.8941,155,27.22,25,52
2008-10-01 11:00:00,0.8941,171,30.0,20,85
2008-10-01 12:00:00,1.341,259,30.56,19,834
2008-10-01 13:00:00,1.341,239,31.67,16,868
2008-10-01 14:00:00,1.341,174,31.11,18,851
2008-10-01 15:00:00,0.8941,224,28.89,21,117
2008-10-01 16:00:00,0.8941,14,26.67,22,85
2008-10-01 17:00:00,0.447,146,25.56,24,50
2008-10-01 18:00:00,0.0,32,23.33,28,40
2008-10-01 19:00:00,0.447,347,21.11,32,0
2008-10-01 20:00:00,0.0,18,21.11,31,0
2008-10-01 21:00:00,0.447,333,20.0,33,0
2008-10-01 22:00:00,0.447,91,21.11,33,0
2008-10-01 23:00:00,0.447,324,20.56,35,0
2008-10-02 00:00:00,0.447,56,20.56,34,0
2008-10-02 01:00:00,0.447,344,18.89,36,0
2008-10-02 02:00:00,0.0,35,19.44,35,0
2008-10-02 03:00:00,0.447,28,19.44,35,0
2008-10-02 04:00:00,0.447,1,18.89,36,0
2008-10-02 05:00:00,0.447,43,18.89,35,0
2008-10-02 06:00:00,0.447,348,17.78,43,0
2008-10-02 07:00:00,0.447,318,17.22,41,0
2008-10-02 08:00:00,0.447,330,19.44,37,16
2008-10-02 09:00:00,0.447,341,21.67,28,116
2008-10-02 10:00:00,0.447,51,23.33,26,172
2008-10-02 11:00:00,0.8941,121,24.44,22,173
2008-10-02 12:00:00,0.8941,319,26.11,18,196
2008-10-02 13:00:00,0.8941,61,23.89,20,233
2008-10-02 14:00:00,0.8941,219,23.89,20,144
2008-10-02 15:00:00,0.8941,260,23.33,25,140
2008-10-02 16:00:00,0.8941,284,21.67,27,140
2008-10-02 17:00:00,0.8941,282,20.0,35,80
2008-10-02 18:00:00,0.0,225,18.89,41,22
2008-10-02 19:00:00,0.447,17,16.67,48,0
2008-10-02 20:00:00,0.447,309,15.0,54,0
2008-10-02 21:00:00,0.447,355,15.56,60,0
2008-10-02 22:00:00,0.447,317,13.89,63,0
2008-10-02 23:00:00,0.447,342,13.89,64,0
2008-10-03 00:00:00,0.447,342,14.44,59,0
